888
4.4613e-06
2.6079e-06
51765
29583
47469
914.1
7.56e-05
1.2e-05
8.52e-05
0.335
0.47
0.25
0.67889
0.77
2.3041e-15
1.3942e-09
4.2565e-11
4.4518e-11
0.10368
